X,Y,standort,anzahl_ladepunkte,ladesaeule_status,adresse,koordinaten,typ,ladepunkt,stecker,status,authmethod_1,authmethod_2
10.227,53.485,"458","2",frei,August-Bebel-Straße 73,N53.484620 E10.226990,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.999,53.711,"1200","2",teilweise belegt,Ulzburger Straße 353,N53.711290 E9.999290,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.003,53.602,"666","2",frei,Krochmannstraße 53,N53.601548 E10.002819,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.907,53.566,"063","3",frei,Von-Sauer-Straße 27,N53.565620 E9.906730,DC,,CHAdeMO,frei,Öffentlich zugänglich,RFID-Karte
10.102,53.598,"036","3",frei,Traberweg 2,N53.597620 E10.101780,AC,,Typ2,frei,Öffentlich zugänglich,RFID-Karte
10.006,53.457,"429","2",frei,Großmoorring 11,N53.457090 E10.006060,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.035,53.563,"418","2",frei,Landwehr 2,N53.563110 E10.035380,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
9.985,53.604,"277","2",frei,Borsteler Chaussee 17,N53.604090 E9.984919,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.815,53.563,"558","2",frei,Erik-Blumenfeld-Platz 7,N53.563321 E9.815094,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.919,53.558,"528","2",teilweise belegt,Hohenzollernring 117,N53.558450 E9.919350,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
9.985,53.57,"446","2",frei,Grindelhof 58,N53.569810 E9.984590,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
10.069,53.603,"295","2",frei,Moosrosenweg 18,N53.603208 E10.069108,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.949,53.57,"328","2",teilweise belegt,Pinneberger Weg 2,N53.569980 E9.948950,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.97,53.464,"250","2",frei,Schwarzenbergstraße 95,N53.463805 E9.970200,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.005,53.588,"683","2",teilweise belegt,Dorotheenstraße 134,N53.587793 E10.004766,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
10.044,53.575,"314","2",teilweise belegt,Von-Essen-Straße 75,N53.575095 E10.044319,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.952,53.564,"626","2",frei,Arnkielstraße 3,N53.564032 E9.952473,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
9.993,53.539,"904","4",teilweise belegt,Am Strandkai 1,N53.539280 E9.992880,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
10.059,53.577,"054","3",frei,Dithmarscher Straße 9,N53.577300 E10.059480,DC,,CHAdeMO,frei,Öffentlich zugänglich,RFID-Karte
9.898,53.551,"502","2",frei,Liebermannstraße 41,N53.550710 E9.897640,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.994,53.458,"246","2",teilweise belegt,Zum Handwerkszentrum 1,N53.457804 E9.994314,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.206,53.496,"296","2",frei,Lohbrügger Landstraße 6,N53.495595 E10.205528,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.048,53.571,"565","2",frei,Eilbeker Weg 73,N53.570726 E10.047845,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.852,53.551,"407","2",frei,Am Internationalen Seegerichtshof 2,N53.551470 E9.852220,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.873,53.536,"426","2",frei,Finksweg 19,N53.536320 E9.873450,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.954,53.56,"435","2",frei,Bei der Johanniskirche 16,N53.559890 E9.954060,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.873,53.536,"426","2",frei,Finksweg 19,N53.536320 E9.873450,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.213,53.486,"297","2",belegt,Neuer Weg 21,N53.485806 E10.213129,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
10.095,53.652,"205","2",frei,Stormarnplatz 1,N53.651655 E10.094765,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.989,53.545,"374","2",frei,Mattentwiete 6,N53.545450 E9.989330,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
10.087,53.66,"007","3",frei,Poppenbüttler Markt 12,N53.660380 E10.086780,AC,,Typ2,frei,Öffentlich zugänglich,RFID-Karte
10.016,53.568,"070","3",teilweise belegt,Eduard-Rhein-Ufer 1,N53.567780 E10.016230,AC,,Typ2,belegt,Öffentlich zugänglich,RFID-Karte
10.059,53.577,"054","3",frei,Dithmarscher Straße 9,N53.577300 E10.059480,AC,,Typ2,frei,Öffentlich zugänglich,RFID-Karte
10.006,53.633,"038","3",teilweise belegt,Flughafenstr. 1,N53.632620 E10.006390,AC,,Typ2,unbekannt,Öffentlich zugänglich,RFID-Karte
10.021,53.571,"292","2",teilweise belegt,Averhoffstraße 3A,N53.570810 E10.021000,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
10.048,53.569,"661","2",frei,Schellingstraße 23,N53.569286 E10.047905,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.036,53.575,"005","3",teilweise belegt,Wagnerstraße 2,N53.575120 E10.036460,DC,,CHAdeMO,unbekannt,Öffentlich zugänglich,RFID-Karte
9.926,53.547,"507","2",frei,Große Brunnenstraße 7,N53.547270 E9.925530,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.019,53.567,"414","2",teilweise belegt,Papenhuderstr. 33,N53.566980 E10.018950,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.0,53.586,"561","2",teilweise belegt,Willistraße 11,N53.586140 E9.999740,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.949,53.559,"397","2",frei,Holstenstraße 156,N53.559071 E9.948590,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.914,53.546,"201","2",frei,Elbchaussee 139,N53.546009 E9.914352,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.165,53.486,"495","2",frei,Margit-Zinke Straße 32,N53.486410 E10.165130,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.988,53.449,"072","3",frei,Winsener Straße 36,N53.448830 E9.987870,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
13.464,51.154,"7283","2",teilweise belegt,Talstraße 10,N51.154400 E13.463650,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.026,53.55,"702","2",frei,Frankenstraße 35,N53.549576 E10.026147,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
9.937,53.549,"551","2",frei,Schmarjestraße 50,N53.549039 E9.936738,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.019,53.614,"669","2",frei,Sengelmannstraße 67,N53.614282 E10.018971,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.129,53.671,"433","2",frei,Volksdorfer Damm 252,N53.671020 E10.129310,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.019,53.58,"524","2",teilweise belegt,Herderstr. 37,N53.580020 E10.018950,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
9.912,53.559,"311","2",frei,Friedensallee 265,N53.559076 E9.911802,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.987,53.581,"237","2",frei,Jungfrauenthal 8,N53.581334 E9.986575,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
9.988,53.594,"386","2",frei,Lokstedter Weg 3,N53.594430 E9.987560,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.1,53.644,"656","2",frei,Saseler Chaussee 109,N53.644017 E10.099840,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
9.988,53.686,"1225","2",teilweise belegt,Lütjenmoor 15,N53.685780 E9.988380,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.981,53.459,"050","3",teilweise belegt,Harburger Rathausstraße 37,N53.458990 E9.981150,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
10.064,53.587,"671","2",frei,Tondernstraße 24,N53.587491 E10.064361,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.956,53.552,"023","3",frei,Kleine Freiheit 42,N53.551820 E9.956250,DC,,CHAdeMO,frei,Öffentlich zugänglich,RFID-Karte
9.98,53.586,"353","2",belegt,Curschmannstraße 10,N53.585760 E9.979940,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
10.018,53.602,"075","3",teilweise belegt,New-York-Ring 1,N53.602180 E10.018180,DC,,CHAdeMO,belegt,Öffentlich zugänglich,RFID-Karte
10.023,53.548,"363","2",teilweise belegt,Hammerbrookstraße 63,N53.548000 E10.023260,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.044,53.592,"284","2",frei,Fuhlsbüttler Straße 149,N53.591820 E10.043950,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.905,53.549,"548","2",frei,Trenkerweg 2,N53.549350 E9.904910,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
9.997,53.598,"655","2",teilweise belegt,Alsterdorfer Straße 65,N53.598445 E9.996780,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
10.059,53.577,"054","3",frei,Dithmarscher Straße 9,N53.577300 E10.059480,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
10.0,53.618,"515","2",teilweise belegt,Sportallee 81,N53.617600 E10.000380,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.211,53.513,"315","2",frei,Reinbeker Redder 283,N53.513277 E10.211269,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.024,53.569,"002","3",frei,Mundsburger Damm 47,N53.568608 E10.024193,AC,,Typ2,frei,Öffentlich zugänglich,RFID-Karte
10.022,53.561,"582","2",teilweise belegt,Ifflandstraße 22,N53.560500 E10.022470,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
10.179,53.487,"367","2",frei,Rahel-Varnhagen-Weg 38,N53.486830 E10.179260,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.942,53.58,"471","2",belegt,Sartoriusstraße 17,N53.579830 E9.942350,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
10.016,53.572,"653","2",belegt,Hofweg 44,N53.572004 E10.016098,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
9.889,53.56,"657","2",frei,Beselerplatz 8,N53.560093 E9.888628,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.959,53.579,"637","2",frei,Ottersbekallee 31,N53.579181 E9.958507,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
9.989,53.568,"030","3",frei,Rothenbaumchaussee 60,N53.567700 E9.988590,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
9.999,53.55,"207","2",teilweise belegt,Kattrepel 20,N53.549675 E9.999197,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
10.025,53.561,"681","2",belegt,Mühlendamm 29,N53.561396 E10.025129,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
10.144,53.669,"417","2",frei,Volksdorfer Damm 186,N53.669190 E10.143530,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.956,53.464,"503","2",frei,Milchgrund 1,N53.464140 E9.956040,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
9.926,53.547,"507","2",frei,Große Brunnenstraße 7,N53.547270 E9.925530,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.981,53.546,"047","3",belegt,Schaarsteinweg 4,N53.546010 E9.981080,AC,,Typ2,belegt,Öffentlich zugänglich,RFID-Karte
9.96,53.557,"037","3",frei,Schmidt-Rottluff-Weg 13,N53.556980 E9.959610,AC,,Typ2,frei,Öffentlich zugänglich,RFID-Karte
9.968,53.578,"388","2",frei,Mansteinstraße 22,N53.577690 E9.967780,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.02,53.565,"409","2",frei,Armgartstraße 14,N53.565220 E10.020030,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.008,53.553,"091","3",teilweise belegt,Kirchenallee 56,N53.552950 E10.008180,AC,,Typ2,unbekannt,Öffentlich zugänglich,RFID-Karte
9.99,53.573,"043","3",teilweise belegt,Hallerstraße 85,N53.572810 E9.990070,AC,,Typ2,belegt,Öffentlich zugänglich,RFID-Karte
10.047,53.552,"278","2",teilweise belegt,Eiffestraße 450,N53.552050 E10.046934,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.989,53.568,"030","3",frei,Rothenbaumchaussee 60,N53.567700 E9.988590,AC,,Typ2,frei,Öffentlich zugänglich,RFID-Karte
9.997,53.549,"014","3",teilweise belegt,Alter Fischmarkt 11,N53.548650 E9.996970,AC,,Typ2,frei,Öffentlich zugänglich,RFID-Karte
10.051,53.558,"465","2",teilweise belegt,Carl Petersen Straße 102,N53.557540 E10.050650,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
9.981,53.546,"047","3",belegt,Schaarsteinweg 4,N53.546010 E9.981080,DC,,CHAdeMO,belegt,Öffentlich zugänglich,RFID-Karte
9.967,53.569,"401","2",teilweise belegt,Moorkamp 3,N53.569470 E9.966610,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
9.879,53.568,"325","2",frei,Groß Flottbeker Straße 72,N53.568028 E9.878820,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.979,53.55,"241","2",teilweise belegt,Neuer Steinweg 1,N53.550382 E9.979475,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.983,53.548,"545","2",teilweise belegt,Herrengraben 74,N53.548090 E9.983210,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
9.968,53.458,"322","2",frei,Gazertstraße 69,N53.458060 E9.968110,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.958,53.553,"477","2",frei,Paul-Roosen Straße 22,N53.553120 E9.958370,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.978,53.575,"217","2",frei,Grindelberg 66,N53.575300 E9.977718,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.991,53.591,"438","2",belegt,Schrammsweg 29,N53.590750 E9.991130,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
9.981,53.555,"221","2",teilweise belegt,Dragonerstall 13,N53.555485 E9.981444,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
9.971,53.571,"520","2",teilweise belegt,Gustav-Falke-Straße 30,N53.570860 E9.971270,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.244,53.661,"9203","2",teilweise belegt,Am Aalfang 12,N53.661368 E10.244113,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.042,53.55,"685","2",frei,Grevenweg 88,N53.550424 E10.041939,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
10.236,53.673,"9200","2",teilweise belegt,Manfred Samusch Straße 5,N53.672950 E10.236111,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.095,53.652,"205","2",frei,Stormarnplatz 1,N53.651655 E10.094765,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.141,53.626,"416","2",frei,Hermann-Balk-Straße 124,N53.625580 E10.140730,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.963,53.466,"275","2",teilweise belegt,Nobleestraße 3,N53.466082 E9.963175,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
10.025,53.602,"283","2",belegt,Überseering 5,N53.602272 E10.024874,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
9.994,53.496,"488","2",teilweise belegt,Kurdamm 19,N53.496110 E9.994090,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.927,53.553,"376","2",frei,Am Born 6B,N53.553080 E9.926600,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.888,53.549,"540","2",frei,Bernadottestraße 212,N53.548510 E9.888410,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
10.036,53.575,"005","3",teilweise belegt,Wagnerstraße 2,N53.575120 E10.036460,AC,,Typ2,unbekannt,Öffentlich zugänglich,RFID-Karte
9.987,53.596,"320","2",frei,Schubackstraße 4,N53.596439 E9.987231,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.997,53.598,"655","2",teilweise belegt,Alsterdorfer Straße 65,N53.598445 E9.996780,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.942,53.547,"658","2",frei,Behnstraße 8,N53.546656 E9.942411,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.987,53.568,"448","2",teilweise belegt,Schlüterstraße 50,N53.567940 E9.986560,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
14.822,51.293,"7020","3",teilweise belegt,Zinzendorfplatz 2,N51.293392 E14.822248,DC,,CHAdeMO,frei,Öffentlich zugänglich,RFID-Karte
10.069,53.583,"439","2",frei,Straßburger Straße 65,N53.582800 E10.068830,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.038,53.561,"028","3",frei,Marienthaler Straße 1,N53.560620 E10.038330,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.956,53.552,"023","3",frei,Kleine Freiheit 42,N53.551820 E9.956250,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.993,53.549,"234","2",frei,Große Bäckerstraße 8,N53.548933 E9.993134,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.107,53.547,"547","2",teilweise belegt,Schiffbeker Weg 83,N53.547040 E10.106530,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
9.997,53.552,"901","2",belegt,Hermannstraße 13,N53.552021 E9.996826,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
10.051,53.548,"466","2",teilweise belegt,Süderstraße 288,N53.547620 E10.051320,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.006,53.648,"001","3",frei,Krohnstieg 71,N53.648386 E10.006262,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.198,53.489,"496","2",frei,Kurt-A.-Körber-Chaussee 35,N53.488840 E10.197570,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.013,53.52,"240","2",frei,Harburger Chaussee 17,N53.520476 E10.013471,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.919,53.635,"472","2",belegt,Frohmestraße 16,N53.634620 E9.919184,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
9.958,53.6,"389","2",frei,Grelckstraße 2,N53.599900 E9.958050,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.982,53.463,"273","2",frei,Schlossmühlendamm 23,N53.463009 E9.981628,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.986,53.553,"570","2",frei,Amelungstraße 5,N53.552762 E9.985674,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
9.975,53.567,"546","2",frei,Laufgraben 31,N53.567000 E9.975300,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.984,53.594,"537","2",teilweise belegt,Tarpenbekstraße 47,N53.593980 E9.983860,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
10.02,53.565,"409","2",frei,Armgartstraße 14,N53.565220 E10.020030,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.052,53.579,"410","2",frei,Dehnhaide 111,N53.579090 E10.051520,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.002,53.593,"076","3",belegt,Grasweg 6,N53.592820 E10.002150,DC,,CHAdeMO,belegt,Öffentlich zugänglich,RFID-Karte
10.018,53.602,"075","3",teilweise belegt,New-York-Ring 1,N53.602180 E10.018180,AC,,Typ2,frei,Öffentlich zugänglich,RFID-Karte
10.125,53.588,"211","2",teilweise belegt,Stein-Hardenberg-Straße 85,N53.588192 E10.124840,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.989,53.707,"1226","2",teilweise belegt,Buckhörner Moor 110,N53.707062 E9.988827,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
9.995,53.565,"553","2",frei,Fontenay 1,N53.564928 E9.995237,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.922,53.552,"378","2",frei,Holstentwiete 19,N53.552380 E9.921880,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.951,53.618,"259","2",frei,Garstedter Weg 2,N53.617892 E9.951152,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.144,53.669,"417","2",frei,Volksdorfer Damm 186,N53.669190 E10.143530,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.98,53.683,"1215","2",teilweise belegt,Achternfelde 5,N53.682600 E9.979680,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.167,53.649,"012","3",belegt,Wiesenhöfen 2,N53.648780 E10.167440,AC,,Typ2,belegt,Öffentlich zugänglich,RFID-Karte
10.1,53.644,"656","2",frei,Saseler Chaussee 109,N53.644017 E10.099840,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.964,53.562,"492","2",teilweise belegt,Bartelsstraße 41,N53.562410 E9.964180,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.814,53.576,"323","2",frei,Heidrehmen 27,N53.576412 E9.813505,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.094,53.652,"903","4",teilweise belegt,Stormarnplatz 3,N53.651740 E10.094320,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
10.013,53.559,"480","2",frei,Schmilinskystraße 32,N53.559020 E10.012920,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.006,53.648,"001","3",frei,Krohnstieg 71,N53.648386 E10.006262,DC,,CHAdeMO,frei,Öffentlich zugänglich,RFID-Karte
10.158,53.49,"298","2",frei,Walter-Rudolphi-Weg 16,N53.489639 E10.157795,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.126,53.584,"020","3",frei,Jenfelder Allee 80,N53.584110 E10.126260,DC,,CHAdeMO,frei,Öffentlich zugänglich,RFID-Karte
9.956,53.606,"381","2",teilweise belegt,Niendorfer Straße 64,N53.606070 E9.956170,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.018,53.712,"1223","2",teilweise belegt,Stormarnstraße 55,N53.711750 E10.017930,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
10.019,53.523,"485","2",teilweise belegt,Katenweide 1,N53.523060 E10.018930,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
9.985,53.557,"080","3",frei,Drehbahn 13,N53.556520 E9.984960,AC,,Typ2,frei,Öffentlich zugänglich,RFID-Karte
9.813,53.562,"651","2",frei,Godeffroystraße 48,N53.562319 E9.812606,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
10.047,53.552,"278","2",teilweise belegt,Eiffestraße 450,N53.552050 E10.046934,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
9.863,53.559,"214","2",frei,Ohnhorststraße 18,N53.558802 E9.863475,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.996,53.675,"227","2",belegt,Essener Bogen 1,N53.674787 E9.996345,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
9.997,53.549,"014","3",teilweise belegt,Alter Fischmarkt 11,N53.548650 E9.996970,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
9.964,53.58,"518","2",frei,Gärtnerstraße 86,N53.580240 E9.964100,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.926,53.545,"447","2",teilweise belegt,Neumühlen 3,N53.544690 E9.925940,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
10.005,53.549,"267","2",belegt,Altstädter Straße 2,N53.549381 E10.004708,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
9.974,53.581,"431","2",teilweise belegt,Hoheluftchaussee 52,N53.580820 E9.973580,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
9.977,53.577,"533","2",frei,Schlankreye 40,N53.577080 E9.977100,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
9.941,53.575,"583","2",teilweise belegt,Armbruststraße 18,N53.574780 E9.941380,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
10.019,53.567,"414","2",teilweise belegt,Papenhuderstr. 33,N53.566980 E10.018950,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
9.981,53.571,"354","2",frei,Heinrich-Barth-Straße 18,N53.571390 E9.981220,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
9.987,53.574,"512","2",belegt,Hansastraße 28,N53.574340 E9.986540,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
9.815,53.563,"558","2",frei,Erik-Blumenfeld-Platz 7,N53.563321 E9.815094,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.876,53.474,"373","2",frei,Striepenweg 41,N53.473660 E9.875880,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.199,53.501,"460","2",frei,Lohbrügger Landstraße 73A,N53.500530 E10.198920,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.978,53.594,"481","2",frei,Geschwister-Scholl-Straße 120,N53.594440 E9.978340,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.995,53.601,"269","2",frei,Lattenkamp 79,N53.600546 E9.994941,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.919,53.558,"528","2",teilweise belegt,Hohenzollernring 117,N53.558450 E9.919350,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
